time,x-axis,y-axis,z-axis
11.28 , 1.07 , 9.5 , 1.07
11.341000000000001 , -0.31 , 7.97 , -0.61
11.4 , 0.31 , 4.75 , -0.15
11.46 , 0.31 , 7.2 , -1.3800000000000001
11.52 , 1.84 , 9.19 , -0.61
11.58 , 0.61 , 14.1 , -2.91
11.64 , 1.69 , 12.870000000000001 , -0.92
11.700000000000001 , 1.23 , 14.56 , 0.46
11.76 , 0.15 , 8.43 , 0.15
11.82 , -0.77 , 9.19 , 0.31
11.88 , -0.31 , 8.120000000000001 , 0.31
11.94 , 0.77 , 7.3500000000000005 , 0.77
12.0 , -0.61 , 6.59 , -1.3800000000000001
12.06 , -0.31 , 10.73 , -0.61
12.120000000000001 , -0.31 , 11.65 , -1.99
12.18 , 0.31 , 13.790000000000001 , -1.3800000000000001
12.24 , 0.15 , 15.02 , -0.31
12.3 , 0.61 , 9.19 , -0.31
12.36 , 0.92 , 8.73 , 0.92
12.42 , -0.31 , 8.43 , -0.46
12.48 , 0.46 , 5.36 , 0.31
12.540000000000001 , -0.15 , 7.2 , -0.92
12.6 , 0.77 , 8.43 , -1.23
12.66 , 0.92 , 13.33 , -1.53
12.72 , 2.15 , 12.72 , -1.3800000000000001
12.781 , 0.92 , 14.1 , 0.92
12.848 , 0.15 , 10.11 , 0.92
12.9 , -0.77 , 7.8100000000000005 , 0.31
12.96 , -1.53 , 7.2 , 0.15
13.02 , -0.46 , 8.58 , 0.77
13.08 , -0.77 , 4.9 , -1.23
13.14 , -0.31 , 10.11 , -0.92
13.200000000000001 , 0.77 , 12.41 , -1.53
13.26 , 0.92 , 15.17 , -1.23
13.32 , 0.46 , 13.48 , -0.92
13.38 , 0.77 , 9.65 , -1.07
13.44 , 1.69 , 8.73 , 0.31
13.5 , 0.15 , 8.58 , -0.15
13.56 , -0.31 , 4.44 , -0.61
13.620000000000001 , 0.15 , 8.58 , -1.07
13.68 , 0.92 , 7.3500000000000005 , -1.07
13.74 , 0.77 , 14.56 , -2.15
13.8 , 2.6 , 13.02 , -0.77
13.864 , 1.53 , 15.02 , 1.07
13.921000000000001 , 0.61 , 11.34 , -0.15
13.98 , -0.46 , 8.120000000000001 , 0.31
14.040000000000001 , -0.31 , 7.3500000000000005 , 0.15
14.1 , 0.15 , 6.9 , -0.15
14.16 , -0.61 , 5.5200000000000005 , -1.23
14.22 , -0.15 , 9.81 , -0.77
14.280000000000001 , 1.3800000000000001 , 13.02 , -2.91
14.34 , 1.3800000000000001 , 14.25 , -1.69
14.4 , 0.92 , 14.4 , -0.77
14.46 , 1.84 , 8.120000000000001 , -1.07
14.52 , 1.23 , 10.57 , 0.46
14.58 , -0.15 , 6.9 , -0.46
14.64 , 0.31 , 5.0600000000000005 , -0.92
14.700000000000001 , 0.77 , 7.05 , -1.53
14.76 , 1.69 , 11.34 , -1.99
14.82 , 1.53 , 13.790000000000001 , -1.84
14.88 , 2.3000000000000003 , 12.870000000000001 , -1.99
14.94 , 1.07 , 14.71 , 0.92
15.0 , -0.46 , 7.2 , -0.15
15.06 , -1.23 , 8.43 , -0.46
15.120000000000001 , -0.31 , 5.36 , 0.31
15.18 , -0.31 , 6.59 , -0.92
15.24 , 0.61 , 7.51 , -1.53
15.3 , 0.46 , 12.26 , -2.3000000000000003
15.36 , 0.61 , 14.71 , -2.3000000000000003
15.42 , 0.77 , 15.17 , -0.77
15.48 , 1.3800000000000001 , 9.35 , -0.77
15.540000000000001 , 1.07 , 10.11 , 0.31
15.6 , -0.61 , 5.36 , -0.77
15.66 , -0.15 , 5.82 , -0.46
15.72 , 0.46 , 6.13 , -1.07
15.780000000000001 , 2.7600000000000002 , 10.11 , -0.77
15.84 , 1.84 , 13.33 , -2.15
15.9 , 2.3000000000000003 , 13.64 , -0.92
15.96 , 0.15 , 15.17 , 0.46
16.02 , -1.84 , 9.040000000000001 , 0.46
16.080000000000002 , -1.53 , 7.8100000000000005 , -0.31
16.14 , -0.31 , 5.98 , -0.46
16.2 , 0.61 , 5.5200000000000005 , -1.84
16.26 , 0.61 , 7.51 , -1.3800000000000001
16.32 , 1.3800000000000001 , 12.41 , -2.6
16.384 , 0.46 , 15.17 , -2.3000000000000003
16.44 , 1.3800000000000001 , 14.56 , -0.77
16.5 , 1.99 , 8.73 , -1.23
16.56 , 1.53 , 10.57 , 0.77
16.62 , -0.77 , 6.44 , -0.46
16.68 , -0.61 , 4.6000000000000005 , -1.23
16.740000000000002 , -0.61 , 7.2 , -2.15
16.8 , 1.07 , 9.65 , -1.53
16.86 , 1.69 , 13.94 , -2.7600000000000002
16.92 , 2.15 , 13.02 , -1.07
16.98 , 1.69 , 15.94 , 1.69
17.04 , -0.61 , 8.89 , -0.31
17.1 , -0.92 , 7.3500000000000005 , -0.46
17.16 , -0.46 , 5.67 , -0.46
17.22 , -0.46 , 4.9 , -1.23
17.28 , -1.23 , 6.59 , -2.3000000000000003
17.34 , 0.77 , 11.8 , -2.45
17.400000000000002 , 0.61 , 16.240000000000002 , -3.06
17.46 , 1.69 , 14.86 , -1.23
17.52 , 1.53 , 9.5 , -1.69
17.580000000000002 , 3.06 , 8.73 , 1.23
17.64 , 0.61 , 9.19 , -0.61
17.7 , -0.31 , 3.22 , -1.23
17.76 , -0.46 , 5.21 , -1.99
17.82 , 1.23 , 8.89 , -1.3800000000000001
17.88 , 1.07 , 13.790000000000001 , -2.7600000000000002
17.94 , 2.45 , 14.4 , -2.3000000000000003
18.0 , 1.53 , 15.17 , 0.31
18.06 , -0.15 , 10.27 , 0.31
18.128 , -0.92 , 9.040000000000001 , 0.77
18.18 , -1.07 , 7.3500000000000005 , 0.31
18.240000000000002 , 0.15 , 7.05 , 0.31
18.3 , -0.31 , 5.36 , -1.23
18.36 , 0.46 , 8.43 , -0.92
18.42 , 0.46 , 12.72 , -2.45
18.48 , 1.3800000000000001 , 15.17 , -1.99
18.54 , 1.3800000000000001 , 16.4 , 0.46
18.6 , 0.92 , 7.8100000000000005 , -0.31
18.66 , 1.23 , 12.26 , 2.6
18.72 , -0.61 , 9.040000000000001 , -0.15
18.78 , -0.46 , 2.7600000000000002 , 1.69
18.84 , -0.31 , 7.2 , 0.15
18.900000000000002 , 1.07 , 7.05 , -0.31
18.96 , 0.61 , 18.23 , 1.3800000000000001
19.02 , 0.77 , 9.19 , 1.99
19.080000000000002 , -0.15 , 9.19 , 0.92
19.14 , -0.15 , 11.19 , -1.07
19.2 , 1.23 , 8.43 , 0.92
19.26 , 0.77 , 11.49 , 1.23
19.32 , 1.23 , 7.97 , 1.23
19.38 , -0.15 , 9.65 , -0.31
19.44 , 0.31 , 10.42 , -0.61
19.5 , 0.92 , 9.81 , 0.31
19.56 , 0.15 , 11.34 , -1.69
19.62 , 0.31 , 9.5 , -0.77
19.68 , 0.46 , 10.11 , -0.77
19.740000000000002 , 0.15 , 10.42 , -0.15
19.8 , 0.31 , 9.96 , 0.15
19.86 , 0.92 , 9.96 , 0.77
19.92 , 0.77 , 9.040000000000001 , 0.77
19.98 , 0.46 , 10.27 , -0.46
20.04 , -0.15 , 10.57 , -0.31
20.1 , -0.15 , 10.11 , -0.31
20.16 , -0.15 , 10.27 , -0.15
20.22 , -0.46 , 10.27 , -0.77
20.28 , -0.15 , 9.19 , -0.15
20.34 , -0.15 , 9.96 , -0.92
20.400000000000002 , 0.46 , 10.27 , -0.15
20.46 , 0.46 , 10.11 , -0.92
20.52 , -0.15 , 9.96 , -0.46
20.580000000000002 , -0.15 , 9.65 , -0.15
20.64 , -0.15 , 9.96 , -0.15
20.7 , -0.15 , 10.11 , -0.92
20.764 , -0.15 , 9.65 , -0.61
20.82 , -0.15 , 9.96 , -0.61
20.88 , -0.46 , 10.11 , -0.77
20.94 , -0.46 , 9.81 , -0.31
21.0 , -0.31 , 9.65 , -0.46
21.06 , -0.31 , 9.35 , -0.61
21.12 , -0.15 , 10.11 , -0.61
21.18 , -0.15 , 9.35 , -0.61
21.240000000000002 , -0.31 , 9.96 , -0.77
21.3 , 0.15 , 9.65 , -0.77
21.36 , 0.15 , 10.27 , -0.46
21.42 , -0.15 , 9.65 , -0.77
21.48 , -0.31 , 9.96 , -0.61
21.54 , -0.15 , 9.81 , -0.77
21.6 , -0.31 , 10.42 , -0.77
21.66 , -0.15 , 9.5 , -0.77
21.72 , -0.46 , 9.81 , -0.46
21.78 , -0.15 , 9.65 , -0.61
21.84 , -0.46 , 9.96 , -0.92
21.900000000000002 , -0.15 , 9.81 , -0.77
21.96 , -0.15 , 10.42 , -0.46
22.02 , -0.15 , 9.5 , -0.61
22.080000000000002 , -0.15 , 9.81 , -0.46
22.148 , -0.15 , 9.81 , -0.61
22.2 , -0.15 , 9.96 , -0.92
22.26 , -0.15 , 10.42 , -0.46
22.32 , -0.46 , 10.42 , 0.61
22.38 , -0.46 , 10.88 , -0.77
22.44 , 0.15 , 11.34 , -0.46
22.5 , 0.77 , 11.34 , -0.31
22.56 , 0.46 , 10.11 , 0.15
22.62 , 1.07 , 8.89 , 1.84
22.68 , 0.15 , 8.43 , 2.7600000000000002
22.740000000000002 , 1.53 , 7.97 , 2.3000000000000003
22.802 , 1.84 , 9.040000000000001 , 3.98
22.86 , 2.3000000000000003 , 9.040000000000001 , 3.68
22.92 , 0.77 , 8.120000000000001 , 5.67
22.988 , 1.3800000000000001 , 6.44 , 4.9
23.04 , 1.3800000000000001 , 8.73 , 7.66
23.1 , 2.7600000000000002 , 5.98 , 5.36
23.16 , -0.92 , 4.6000000000000005 , 7.66
23.227 , 0.31 , 5.98 , 7.66
23.28 , -1.07 , 5.0600000000000005 , 6.13
23.34 , 1.23 , 5.82 , 7.97
23.400000000000002 , 0.15 , 5.0600000000000005 , 8.27
23.46 , -1.3800000000000001 , 6.13 , 8.120000000000001
23.52 , 0.46 , 4.14 , 7.66
23.580000000000002 , -0.46 , 6.13 , 7.8100000000000005
23.64 , 0.46 , 4.9 , 8.58
23.7 , -0.31 , 5.36 , 7.66
23.76 , 0.15 , 5.0600000000000005 , 8.27
23.82 , -0.31 , 5.82 , 8.120000000000001
23.88 , -0.31 , 5.5200000000000005 , 8.43
23.94 , -0.77 , 5.5200000000000005 , 8.89
24.0 , -0.77 , 5.0600000000000005 , 7.97
24.060000000000002 , -0.77 , 5.67 , 8.43
24.12 , -0.15 , 5.36 , 7.66
24.18 , -0.92 , 5.5200000000000005 , 7.8100000000000005
24.240000000000002 , -0.92 , 5.36 , 8.73
24.3 , -0.31 , 5.0600000000000005 , 7.97
24.362000000000002 , -0.15 , 4.9 , 8.58
24.42 , -0.46 , 5.67 , 8.58
24.48 , -0.46 , 5.0600000000000005 , 8.120000000000001
24.54 , -0.77 , 4.9 , 8.43
24.6 , -0.77 , 5.21 , 7.8100000000000005
24.66 , -0.61 , 5.21 , 7.97
24.72 , -0.92 , 5.36 , 7.97
24.78 , -1.07 , 5.98 , 7.8100000000000005
24.84 , -0.92 , 5.36 , 8.27
24.900000000000002 , -0.77 , 5.5200000000000005 , 8.27
24.96 , -1.3800000000000001 , 5.98 , 7.2
25.02 , -1.23 , 5.5200000000000005 , 8.27
25.080000000000002 , -1.07 , 5.5200000000000005 , 7.8100000000000005
25.14 , -0.77 , 5.5200000000000005 , 7.8100000000000005
25.2 , -0.31 , 5.21 , 8.120000000000001
25.261 , -0.92 , 5.5200000000000005 , 7.97
25.32 , -0.92 , 5.36 , 8.58
25.38 , -0.61 , 5.0600000000000005 , 7.97
25.44 , -0.46 , 4.9 , 8.43
25.501 , 0.15 , 4.9 , 8.73
25.568 , -0.77 , 5.21 , 7.51
25.621000000000002 , 0.15 , 5.36 , 8.43
25.681 , -1.69 , 5.0600000000000005 , 7.66
25.741 , -2.3000000000000003 , 3.83 , 8.27
25.801000000000002 , -2.45 , 5.82 , 8.27
25.861 , -1.99 , 5.67 , 8.27
25.925 , -1.84 , 5.36 , 8.120000000000001
25.98 , -3.06 , 5.21 , 8.58
26.04 , -4.75 , 6.74 , 4.75
26.1 , -2.45 , 6.13 , 7.05
26.161 , -3.22 , 6.44 , 7.2
26.22 , -1.99 , 5.0600000000000005 , 8.120000000000001
26.28 , -2.91 , 7.2 , 6.9
26.34 , -1.84 , 3.22 , 8.43
26.403000000000002 , -1.84 , 6.9 , 9.5
26.461000000000002 , -0.77 , 3.06 , 8.73
26.52 , -1.53 , 4.75 , 7.66
26.581 , -1.84 , 3.68 , 8.120000000000001
26.64 , -1.99 , 4.75 , 7.66
26.701 , -1.53 , 4.29 , 9.040000000000001
26.76 , -1.99 , 5.0600000000000005 , 7.8100000000000005
26.82 , -2.6 , 4.9 , 7.2
26.88 , -3.06 , 4.75 , 7.66
26.94 , -2.15 , 5.0600000000000005 , 8.73
27.0 , -1.69 , 5.0600000000000005 , 7.2
27.061 , -2.6 , 5.36 , 7.8100000000000005
27.121000000000002 , -2.15 , 5.82 , 7.2
27.181 , -1.99 , 5.36 , 8.27
27.240000000000002 , -1.99 , 5.0600000000000005 , 8.89
27.3 , -1.99 , 6.9 , 6.28
27.36 , -2.45 , 5.36 , 8.43
27.42 , -3.37 , 6.9 , 7.3500000000000005
27.481 , -1.69 , 6.28 , 9.65
27.54 , -1.53 , 5.82 , 5.82
27.6 , -1.84 , 5.82 , 7.8100000000000005
27.66 , -1.84 , 6.28 , 7.97
27.72 , -2.15 , 6.28 , 5.67
27.78 , -1.07 , 7.05 , 8.89
27.84 , -1.69 , 6.13 , 7.3500000000000005
27.900000000000002 , -1.3800000000000001 , 6.44 , 7.8100000000000005
27.96 , -1.84 , 5.5200000000000005 , 6.44
28.02 , -1.23 , 5.82 , 6.13
28.080000000000002 , -0.46 , 5.5200000000000005 , 7.66
28.14 , -1.3800000000000001 , 5.21 , 7.66
28.2 , -0.92 , 6.13 , 8.43
28.26 , -0.77 , 5.98 , 6.59
28.32 , -0.31 , 6.59 , 8.58
28.38 , -0.77 , 5.82 , 7.51
28.44 , -0.77 , 5.82 , 8.27
28.501 , -0.92 , 6.28 , 7.2
28.562 , -0.92 , 6.9 , 7.51
28.621000000000002 , -0.92 , 6.28 , 7.3500000000000005
28.68 , -0.31 , 7.05 , 7.8100000000000005
28.740000000000002 , -1.23 , 6.28 , 5.0600000000000005
28.8 , -1.23 , 6.9 , 7.66
28.86 , -0.31 , 6.9 , 6.44
28.92 , 0.15 , 6.9 , 7.66
28.98 , 0.46 , 5.98 , 6.59
29.04 , 0.15 , 7.2 , 6.74
29.1 , -0.77 , 6.74 , 9.040000000000001
29.166 , -2.6 , 7.3500000000000005 , 6.74
29.22 , -0.46 , 9.35 , 5.98
29.28 , -0.15 , 8.89 , 6.44
29.34 , -0.77 , 7.2 , 6.44
29.400000000000002 , -0.77 , 7.2 , 5.67
29.46 , -0.61 , 7.51 , 6.28
29.52 , -0.46 , 7.66 , 6.13
29.580000000000002 , -1.23 , 7.51 , 5.36
29.64 , -1.23 , 7.97 , 5.5200000000000005
29.7 , -1.23 , 7.97 , 5.98
29.76 , -2.91 , 8.120000000000001 , 6.44
29.82 , -2.15 , 7.3500000000000005 , 5.0600000000000005
29.88 , -2.3000000000000003 , 8.120000000000001 , 6.9
29.94 , -1.99 , 8.120000000000001 , 5.82
30.0 , -2.3000000000000003 , 8.43 , 5.36
30.060000000000002 , -3.37 , 7.3500000000000005 , 2.15
30.12 , -3.37 , 7.2 , 5.67
30.18 , -3.37 , 7.66 , 4.29
30.247 , -2.45 , 7.8100000000000005 , 4.75
30.3 , -2.6 , 7.97 , 5.21
30.36 , -2.6 , 7.8100000000000005 , 3.37
30.42 , -2.91 , 8.43 , 5.0600000000000005
30.481 , -2.91 , 7.3500000000000005 , 3.52
30.54 , -1.53 , 9.19 , 6.9
30.6 , -1.84 , 8.43 , 5.67
30.66 , -2.15 , 9.040000000000001 , 7.05
30.72 , -2.3000000000000003 , 6.28 , 7.05
30.78 , -0.77 , 5.0600000000000005 , 7.51
30.84 , -0.92 , 5.67 , 6.9
30.900000000000002 , -1.07 , 5.82 , 6.9
30.96 , -1.23 , 5.98 , 10.42
31.02 , -0.92 , 6.44 , 5.67
31.080000000000002 , -0.46 , 6.9 , 6.59
31.14 , -1.3800000000000001 , 6.74 , 5.21
31.2 , -0.31 , 8.27 , 7.66
31.26 , -3.06 , 9.040000000000001 , 8.27
31.32 , -2.91 , 9.81 , 5.67
31.38 , -3.68 , 7.51 , 7.8100000000000005
31.44 , -3.22 , 7.8100000000000005 , 5.21
31.5 , -2.45 , 7.66 , 13.64
31.561 , -2.6 , 6.44 , 6.74
31.62 , -1.99 , 5.36 , 5.36
31.68 , -1.3800000000000001 , 6.59 , 3.22
31.740000000000002 , -1.84 , 7.3500000000000005 , 5.5200000000000005
31.8 , -1.07 , 8.43 , 5.0600000000000005
31.86 , -0.77 , 9.81 , 7.51
31.92 , -0.77 , 9.96 , 9.19
31.98 , -0.61 , 9.040000000000001 , 8.73
32.04 , -0.31 , 6.59 , 8.73
32.1 , -0.15 , 5.21 , 5.82
32.160000000000004 , -0.15 , 4.9 , 5.36
32.22 , -1.23 , 5.98 , 3.98
32.28 , -1.53 , 5.98 , 5.0600000000000005
32.34 , -0.61 , 8.120000000000001 , 5.82
32.4 , -1.23 , 7.97 , 6.74
32.46 , -0.92 , 11.03 , 7.97
32.52 , -1.84 , 9.35 , 7.51
32.58 , -1.84 , 6.28 , 7.97
32.64 , -3.22 , 7.66 , 3.68
32.7 , -1.23 , 6.59 , 7.66
32.76 , -1.23 , 5.0600000000000005 , 4.14
32.82 , -1.23 , 5.0600000000000005 , 4.29
32.88 , -1.53 , 5.82 , 3.98
32.94 , -1.3800000000000001 , 8.120000000000001 , 5.36
33.0 , -0.61 , 9.81 , 8.73
33.064 , -0.92 , 10.11 , 8.73
33.12 , -0.92 , 7.51 , 12.26
33.18 , 0.46 , 6.74 , 6.74
33.24 , 1.23 , 6.13 , 4.44
33.3 , 0.46 , 4.14 , 5.36
33.36 , -0.61 , 4.6000000000000005 , 3.37
33.42 , -1.69 , 6.9 , 4.29
33.480000000000004 , -1.53 , 11.03 , 7.8100000000000005
33.54 , -1.69 , 11.03 , 10.57
33.6 , -3.06 , 9.5 , 8.27
33.660000000000004 , -1.53 , 7.05 , 8.73
33.72 , -1.53 , 6.44 , 6.44
33.78 , -0.77 , 4.44 , 5.67
33.84 , -1.53 , 3.83 , 4.29
33.9 , -0.61 , 5.67 , 3.98
33.96 , -0.15 , 7.97 , 5.36
34.02 , -0.15 , 8.73 , 8.27
34.08 , 0.61 , 9.81 , 8.58
34.14 , 3.06 , 9.35 , 11.03
34.2 , 0.92 , 6.28 , 6.59
34.26 , 1.84 , 5.67 , 5.82
34.32 , -1.07 , 4.6000000000000005 , 3.98
34.38 , -2.91 , 4.44 , 3.98
34.44 , -1.84 , 6.13 , 5.0600000000000005
34.5 , -1.07 , 9.81 , 6.74
34.561 , -1.84 , 10.27 , 10.27
34.62 , -2.6 , 11.950000000000001 , 8.27
34.68 , -1.99 , 6.28 , 11.03
